"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"43","PPP1R14A",-2.10007415938525,7.08629345555725,-33.6941198726238,4.4866292787376e-186,1.80342103235803e-183,414.974193031527
"44","PLIN1",-3.38739431355184,6.27251156234628,-33.6816580594751,5.70303273370356e-186,2.24141859840625e-183,414.734794651405
"45","C14orf180",-1.44396821057055,5.6145806694015,-33.5706293994226,4.83179765759361e-185,1.85772116026523e-182,412.602425576641
"46","HSPB6",-3.07983057244322,6.65216504457834,-33.4622810469204,3.88404717214354e-184,1.46155868694746e-181,410.522509970087
"47","BLOC1S1-RDH5",-2.51124786890716,6.6006843130516,-33.4298255345077,7.25011237533149e-184,2.67136432229401e-181,409.899667177543
"48","PAMR1",-2.61047467846659,6.6090353074196,-33.2101558412148,4.94236795050591e-182,1.71393567789505e-179,405.686442959979
"49","EBF1",-2.35825191398101,7.23061150537782,-33.0650396820629,8.02058017700429e-181,2.72792271174034e-178,402.905486458782
"50","MAMDC2",-2.52118161902092,6.56019743093357,-32.9605422839264,5.95931625952547e-180,1.98861259181071e-177,400.904128788621
"51","GLYAT",-1.20255376358393,5.40871538623818,-32.8286157650025,7.48466998521267e-179,2.45136802515687e-176,398.378909836873
"52","CREB5",-1.50824876137431,6.13262070402859,-32.758338865116,2.87937171758172e-178,9.25901239948186e-176,397.03441536019
"53","NDRG2",-2.6016099775238,6.74110634289431,-32.6335243139338,3.14762805637877e-177,9.94088389377054e-175,394.647736410597
"54","BHMT2",-1.24491637678767,5.58519978360663,-32.2450977546637,5.32086096251808e-174,1.62249563763956e-171,387.23050444823
"55","CACHD1",-1.48999450617842,6.11327222223592,-32.1688571486056,2.28433179756051e-173,6.84757494434835e-171,385.776525643346
"56","SORBS1",-2.75590506773498,7.30494199601315,-32.126328225287,5.14775733272833e-173,1.51738726977722e-170,384.965736576921
"57","SLC7A10",-2.06191005204148,5.88467120214927,-32.0902123038002,1.02612575775193e-172,2.97509182813125e-170,384.277364802949
"58","EHBP1",-1.36260991315392,8.1643751543397,-32.0529944358474,2.0886119530806e-172,5.95793403261025e-170,383.5681419682
"59","MRAP",-2.52442225353275,5.97178156594087,-31.8881642184692,4.85309469855976e-171,1.36241004505917e-168,380.429024679145
"60","MME",-2.71123046252965,6.68388269872842,-31.683341822729,2.40847123732286e-169,6.55326496973726e-167,376.532663895041
"61","ADAMTS1",-2.14009871528518,6.45750265825492,-31.4855285646859,1.04078876759844e-167,2.74737166324567e-165,372.774415525928
"62","PI16",-3.35845682816373,6.43474142605101,-31.3263839355258,2.14646610425625e-166,5.58270581174648e-164,369.754351997264
"63","AQP1",-1.56235780666632,6.1657016969647,-31.2737976312203,5.83073312144224e-166,1.49452675341779e-163,368.757136098383
"64","PCOLCE2",-3.21074248029158,6.52229691166781,-31.2000020420865,2.36866344949017e-165,5.98459739538331e-163,367.358321119536
"65","RBPMS",-1.50867740898713,5.99096776393603,-31.090664139519,1.88766065193179e-164,4.70213609719235e-162,365.287100502501
"66","RBP4",-1.94975488471073,5.68423196709211,-31.0875346983509,2.00315275349607e-164,4.92052216643493e-162,365.227841798797
"67","PPP1R15A",-1.88771481360878,8.96407340507981,-31.0421789628115,4.73623499799829e-164,1.13196016452159e-161,364.369137766144
"68","ALDH1L1",-1.86730531786593,5.67976172311854,-30.7991111157475,4.74448752545274e-162,1.11881341833543e-159,359.771965196863
"69","PLAGL1",-1.3956253995964,6.11738314243196,-30.6904880109124,3.70807962057889e-161,8.62909160125767e-159,357.720204596452
"70","ANKDD1A",-1.44945475843721,6.70303885066812,-30.42918659796,5.17890864038629e-159,1.18953478199834e-156,352.791439995723
"71","MYOM1",-1.77114730423306,6.43116342417255,-30.1801309859918,5.68499592637213e-157,1.27271946776984e-154,348.10304136386
"72","GSN",-2.4041086954014,8.85893751240449,-30.1491916726941,1.01842328386092e-156,2.25147927479554e-154,347.521275241748
"73","SLC19A3",-2.42057358757594,6.08952477488398,-30.1334636753157,1.36967355124106e-156,2.99062301570979e-154,347.22559101656
"74","HAS3",-1.76097332585293,5.9148206705651,-29.97261604248,2.82967863368974e-155,6.10313369700449e-153,344.203887862046
"75","DMRT2",-1.18656532702599,5.66408031435339,-29.9137533174258,8.56185833450198e-155,1.82439790968677e-152,343.099104066143
"76","GYG2",-2.67585465870074,6.91723385383789,-29.800387037697,7.21013544670683e-154,1.48277273849369e-151,340.972916164512
"77","ANK2",-1.16902143307234,5.7591285539855,-29.732666588983,2.57214041334156e-153,5.22883624716769e-151,339.703810615946
"78","SH3D19",-1.71065665873479,7.50174846563456,-29.6926031635631,5.45647826495707e-153,1.09662812038671e-150,338.953361231674
"79","SNRK",-1.14037324517576,7.14101367634197,-29.6248764714272,1.94443778288399e-152,3.86396928405463e-150,337.685339355678
"80","FGF2",-1.4512415412037,5.97009565299155,-29.6156429285925,2.31211506116338e-152,4.44478988823212e-150,337.512522158797
"81","DST",-1.54651207110789,5.77123423248492,-29.6035683869392,2.89973281995065e-152,5.51448114555347e-150,337.286553608682
"82","CAPN11",-1.44653106923042,6.1228242426367,-29.5613827573182,6.3956074847846e-152,1.20332674442447e-149,336.497263759071
"83","TBX15",-1.15916039440774,6.03805432671708,-29.3451796752599,3.66777672306765e-150,6.68745351795613e-148,332.456855643619
"84","CAV1",-2.81186161413,8.92886620372131,-29.2500758727131,2.17189196084503e-149,3.91960012443931e-147,330.682105230623
"85","G0S2",-2.45374210954402,6.12126861045724,-29.0737148250916,5.85351863633111e-148,1.04571041012275e-145,327.395219000965
"86","LRFN5",-1.05302833084903,5.76281435081736,-29.0594339248884,7.64105295585264e-148,1.3513966257721e-145,327.129305434417
"87","APOLD1",-1.83627594399075,7.0182586017553,-28.9304318726964,8.47020071280522e-147,1.48320762184825e-144,324.728934104229
"88","SPTBN1",-1.84234070949751,8.19501071323253,-28.9010628215258,1.4640593988832e-146,2.53856416947533e-144,324.182882339011
"89","CYYR1",-1.75011604710377,6.89956206732922,-28.8855760049185,1.95369107676376e-146,3.35465828967416e-144,323.895003633266
"90","CDO1",-2.09029294755977,6.19128004707189,-28.8377269848304,4.76277781517354e-146,7.94664985275088e-144,323.005836196543
"91","KCNJ16",-1.03949907306515,5.63255196475234,-28.5311850413994,1.42152265154577e-143,2.32787496437393e-141,317.319653515174
"92","LIMS2",-1.22398945595498,6.3779302095346,-28.5252159873186,1.58806478501468e-143,2.57674438419904e-141,317.209109140814
"93","GSTM5",-1.28562697990676,5.64407558169884,-28.5164695677768,1.86794721558915e-143,3.00331949590089e-141,317.047141599534
"94","RUNX1T1",-1.37226120563407,6.11629713331177,-28.4044608293158,1.49137502218194e-142,2.37625753534323e-140,314.974264827052
"95","TMEM100",-1.40852707251264,5.90339982232617,-28.3826130674449,2.23586055061582e-142,3.53066336590994e-140,314.570228558048
"96","SNX1",-1.10854926226033,6.51240360286537,-28.2120860512113,5.25587018568907e-141,8.22613452248645e-139,311.419888790972
"97","MLXIPL",-1.45958179284825,5.72465433319985,-28.1793634975266,9.62666772955007e-141,1.48049778665063e-138,310.816035193587
"98","SPRY2",-1.99237861502361,6.96039270549498,-28.1179677580186,2.99474305956902e-140,4.56595049582222e-138,309.683640465859
"99","PLSCR4",-1.84191511161898,7.30586364615774,-28.1149580545513,3.1660140455655e-140,4.78582259913431e-138,309.62814867639
"100","ITSN1",-1.52580959736858,8.1047456597577,-28.0913767851382,4.89472010203979e-140,7.33627285802337e-138,309.193430175452
"101","LPL",-2.89966471210152,6.87282764087765,-28.0083671527093,2.26672756141518e-139,3.36885240766293e-137,307.664064704843
"102","TRPC1",-1.04719877482469,6.21881714846576,-27.97773077782,3.98953998428391e-139,5.87991701350376e-137,307.099981525022
"103","HOXA4",-1.05200552725484,5.81248478335849,-27.9237426295043,1.07990133915232e-138,1.57844091605354e-136,306.106416369004
"104","ALDH1A2",-1.91539175209289,6.24205652404826,-27.8229151072049,6.9236188327585e-138,1.00369772685383e-135,304.252485558365
"105","ADH1C",-1.59904093650722,5.7154999024214,-27.8198430273669,7.32664592632028e-138,1.053488291487e-135,304.196032476083
"106","PDE3B",-1.20584642200111,5.75386131188779,-27.7273938780677,4.01747327034977e-137,5.7300832467263e-135,302.498110905986
"107","DHDDS",-1.0079842028287,6.99817717333926,-27.6418893932282,1.93542869652879e-136,2.73839935414466e-134,300.929367531032
"108","LMOD1",-1.0656312282229,6.03299485847082,-27.6341869228704,2.22973966269545e-136,3.12977584717712e-134,300.788128590423
"109","CES1",-2.55900589343471,6.41345901242765,-27.5830868554507,5.70119487047752e-136,7.93947499836735e-134,299.851441789347
"110","FAM13A",-1.59349678763621,6.88067978913548,-27.4333299308215,8.9002242736105e-135,1.21084128079289e-132,297.109630603689
"111","ACACB",-2.637308281834,7.98384994789503,-27.2295784069561,3.71233817605628e-133,5.01193992226957e-131,293.387295800272
"112","SHE",-1.16574077851652,6.15933260596653,-27.1218080629996,2.66068136216266e-132,3.56490989175824e-130,291.422254058742
"113","CLDN5",-2.33884180317047,7.30318390890448,-27.1104849547587,3.27185638209745e-132,4.35083097547184e-130,291.215948157869
"114","SYN2",-1.20615710038033,5.69480385765974,-27.0311380355127,1.39225170878113e-131,1.83756445682858e-129,289.771089580126
"115","PLEKHH2",-1.07854673448926,5.99204856320551,-27.0252404716025,1.55037934559747e-131,2.03111178564717e-129,289.663757097109
"116","LTBP4",-1.46258725155454,7.09478264131455,-26.8784394449482,2.25033822783564e-130,2.92643249246332e-128,286.994691159785
"117","PDK4",-2.71738514589489,7.16559281965348,-26.7589319301701,1.97885929129202e-129,2.53609459607179e-127,284.825641900269
"118","HOXD12",-1.02932724102731,6.6179216959467,-26.7102938711365,4.78909308347918e-129,6.09351800535343e-127,283.943849138971
"119","FAM107A",-2.42407754756768,6.66516328599552,-26.6681015619884,1.03043921182572e-128,1.30173913573926e-126,283.179380227488
"120","EIF2AK1",1.06436557300849,11.4199353007115,26.6359504342436,1.84701751551339e-128,2.31676253754396e-126,282.597135295417
"121","SVEP1",-2.79125411147915,8.05638152523594,-26.6133979975831,2.78091348340239e-128,3.46360815967991e-126,282.188869854665
"122","MIR22HG",-1.35473434551207,6.9069982197776,-26.4579970826457,4.64829351219554e-127,5.70900826782572e-125,279.379063214121
"123","FOXO1",-1.4964056364158,7.45311488194703,-26.4320550244248,7.43398018073942e-127,9.00529955318887e-125,278.910588517857
"124","ADIPOQ",-1.30705260835149,5.72386950839193,-26.3763408187358,2.03675222936167e-126,2.4504761856116e-124,277.905043413639
"125","CNN1",-2.05064530253191,6.47385049009789,-26.351240305977,3.2064836874795e-126,3.831748006538e-124,277.452277707854
"126","PPP2R1B",-1.29348479855393,6.18597426727232,-26.2788017962614,1.18695352250649e-125,1.39949733326999e-123,276.146518113995
"127","SLC25A25",-1.3948555057203,8.16528921398931,-26.1621281885416,9.7436148682776e-125,1.11899722441791e-122,274.046201044824
"128","FLRT2",-1.35479883120903,6.16357129285286,-26.0440098469718,8.18047298894326e-124,9.33418356660971e-122,271.923454172917
"129","IL11RA",-1.7112474102734,8.19584816941754,-26.0373744354986,9.21810428256912e-124,1.04507302783024e-121,271.804314576071
"130","FBLN5",-1.94077668571379,7.67594301085458,-25.9832007709017,2.44277124390366e-123,2.7343577354228e-121,270.83205167013
"131","GCOM1",-1.08143323787896,5.75852341161872,-25.9824826176503,2.47452162930561e-123,2.75247732930183e-121,270.819168042684
"132","FMO2",-2.23537717364291,6.87867703317193,-25.9810078823192,2.54102005443516e-123,2.80878004267127e-121,270.792711802428
"133","PKDCC",-1.21090598297409,5.92605968801631,-25.9600883515297,3.70127136797242e-123,4.06588108161244e-121,270.41748438022
"134","TWIST2",-1.2753474612754,5.88748805338915,-25.8384854111147,3.28738976269552e-122,3.58893674956994e-120,268.238623263949
"135","CDKN1C",-1.67897237458187,6.81675777357449,-25.7933997772314,7.38047456214797e-122,7.95921177476518e-120,267.431788352033
"136","SOX17",-1.08577584416399,5.99027556782459,-25.7873315427635,8.22886532273475e-122,8.82034618775071e-120,267.323235240627
"137","DPT",-2.81186799535435,7.58785948833374,-25.6639173111395,7.50722834011274e-121,7.90314526328774e-119,265.1176667516
"138","LEPR",-2.20469610744404,6.47432070009492,-25.6092400028639,1.99657575242283e-120,2.07714345631472e-118,264.141837526437
"139","PLIN4",-4.05208228797855,7.64588025661239,-25.5824838370876,3.22132211285675e-120,3.33171361918038e-118,263.664616943067
"140","CKS2",2.22923170643172,9.31543573144678,25.511997698151,1.13478998991344e-119,1.1601095815959e-117,262.408376059914
"141","CSRNP1",-1.7302941893927,9.3459400948869,-25.4852928727154,1.82791092235879e-119,1.85795589499066e-117,261.932787570009
"142","MMP11",3.88516677787193,10.1008212559757,25.430214234459,4.8831762198263e-119,4.93507740707703e-117,260.952513717069
"143","PROS1",-2.19094632932912,7.93455560696795,-25.4271471894168,5.15768704941449e-119,5.18288938386049e-117,260.89795219539
"144","GPC3",-2.30015001181194,6.49488172198371,-25.315963719168,3.73885550296008e-118,3.71491002389618e-116,258.921824185361
"145","JUN",-2.24057467839541,9.67968143965609,-25.2599738092594,1.01248693716561e-117,1.00038234473245e-115,257.928004236656
"146","SHANK3",-1.69664304079168,8.00247148526548,-25.1952504104366,3.19922736185098e-117,3.14341861787202e-115,256.780276744646
"147","ADH1A",-4.0412780441569,7.35512377208358,-25.1874944289094,3.67185412890725e-117,3.58786807314108e-115,256.642821778118
"148","CIDEC",-4.10382905442088,7.07668319685786,-25.1449278399423,7.81933040027851e-117,7.59849876150141e-115,255.888745100703
"149","RELN",-1.33234577635729,5.73346193711815,-24.9598733845735,2.07834125080616e-115,1.98689423577068e-113,252.616558786118
"150","OXTR",-2.37455163345811,6.67947216941736,-24.872731642336,9.70578989869095e-115,9.17949733413092e-113,251.079163114865
"151","JAM2",-1.51283941467598,6.7838002801148,-24.8380018838492,1.7927123835858e-114,1.68648463915417e-112,250.46707008219
"152","PTGS2",-2.47212596916612,6.73761150809766,-24.8003651796674,3.48433520413713e-114,3.26052658308832e-112,249.804148579275
"153","ZFP36",-2.64594634997546,9.7587706036097,-24.7911311162725,4.10111087820805e-114,3.81748668378882e-112,249.64156710011
"154","VAMP8",1.10915782108876,11.7389977367718,24.7620904320929,6.84595846120342e-114,6.24111450231153e-112,249.13042230331
"155","ROBO3",-1.27337632484199,6.44879864876485,-24.7591887931437,7.20547993151997e-114,6.53518554199293e-112,249.079364455883
"156","BOLA2B",1.47072510030225,10.3515378741684,24.7427273473225,9.6327171900879e-114,8.69205286856605e-112,248.789753185066
"157","GABRE",-1.23728721445127,5.90512490369669,-24.7395267465474,1.019200476419e-113,9.15004041926217e-112,248.733453473805
"158","PPP1R1A",-2.4280270470826,6.38727540132622,-24.7274804031771,1.26037813365506e-113,1.12581048847593e-111,248.521581573781
"159","EDNRB",-1.20635398083008,6.73692933017256,-24.7267157264604,1.27748410184763e-113,1.13535597111945e-111,248.508133860136
"160","CIDEA",-3.14928559920035,6.61555573636253,-24.7208189468029,1.41742746945044e-113,1.25343111123503e-111,248.40443815961
"161","MMRN1",-1.86510103400997,6.10874086988335,-24.7077706494945,1.78394562632001e-113,1.56192387856909e-111,248.175019208607
"162","ADCY4",-1.8323272185751,7.15402603750924,-24.6111932888481,9.77146678484442e-113,8.4301542222809e-111,246.478567273478
"163","ARAP3",-1.33398885905524,7.3627440428125,-24.5836741072088,1.58558358446202e-112,1.36129278032987e-110,245.995690985646
"164","SOCS3",-1.58580265417113,6.36842062962718,-24.5505813250941,2.83703621306032e-112,2.40075705570262e-110,245.415321310964
"165","GABARAPL1",-1.3757460077389,7.49353965737004,-24.5461542173478,3.06659557354891e-112,2.58265758637076e-110,245.337705635968
"166","PDGFD",-1.59354945239117,6.70951706017723,-24.5288584011195,4.15574267451665e-112,3.48333957068727e-110,245.034534415018
"167","KLF4",-2.39557180363523,7.33746786301873,-24.4778262738532,1.01827703987361e-111,8.49492817320976e-110,244.14054876431
"168","GPX3",-2.66403157853805,8.49763134250493,-24.4592439093361,1.41093069907986e-111,1.17153616638152e-109,243.815220358296
"169","AKAP13",-1.05586184270139,6.75365628649645,-24.4359279314687,2.12403147097891e-111,1.7472381672434e-109,243.40716972844
"170","KIAA0101",2.34095302151869,8.36096279232368,24.3387989178353,1.16532225845036e-110,9.5416154921079e-109,241.70914011811
"171","ATP1A2",-1.14963887748939,5.41131106675377,-24.3067146789398,2.04348375540609e-110,1.65027642457133e-108,241.148883490604
"172","PDZD2",-1.42416346774312,6.3186448251689,-24.2924385279055,2.62338978960992e-110,2.1089669008655e-108,240.899696345794
"173","CLIP4",-1.18351579619215,6.35152883237639,-24.2486729715274,5.64009451049741e-110,4.47312607680077e-108,240.13617732093
"174","ABI3BP",-2.05257846676268,6.95065437679103,-24.2419189912897,6.3469243262566e-110,5.01123676938278e-108,240.01840343271
"175","MATN2",-2.68317452937525,7.55709412683163,-24.225595588934,8.44241286597449e-110,6.63611173100555e-108,239.73382030155
"176","CDK5",1.11150989006904,7.15515322709617,24.2200377474886,9.30347567932224e-110,7.2805872063935e-108,239.636943795725
"177","KLF6",-1.78425666735228,10.1779013798688,-24.1936686634976,1.47469897341572e-109,1.14896590501456e-107,239.177448131947
"178","FOSB",-4.17641291749517,8.6066574183658,-24.190001769872,1.57222962662754e-109,1.21958127967257e-107,239.113567966462
"179","PPARG",-2.1894141758499,7.62162154656649,-24.1838484247985,1.75058668791931e-109,1.35200332587515e-107,239.006381452921
"180","FERMT2",-1.74510679685212,9.25359373849902,-24.1561604911885,2.83862172340803e-109,2.18277668696497e-107,238.524227914568
"181","SAA1",-3.56377320615739,7.5814052647863,-24.123676431174,5.00333872864861e-109,3.83069475129348e-107,237.958866551789
"182","IL6",-2.137214517341,6.22825298227501,-24.0781299264936,1.10700341913986e-108,8.4389924443567e-107,237.166730687087
"183","CKMT2",-1.07313185258415,5.83394504011423,-24.0773056917892,1.12302032172881e-108,8.52435081978357e-107,237.152401881148
"184","LMOD3",-1.74356105792985,8.41739091351592,-24.0542043792991,1.67959128672421e-108,1.26945519217968e-106,236.750888716154
"185","NTRK2",-2.41077709045014,6.35519382502304,-24.0057357032043,3.90608788399051e-108,2.93970511984069e-106,235.909035442056
"186","CDH23",-1.15522770925871,6.14218068269238,-23.9788727077408,6.23374019133139e-108,4.65189573940451e-106,235.442778311572
"187","ROCK2",-1.03617280209662,6.61679992424517,-23.8409552756536,6.84553171618835e-107,4.98230756923898e-105,233.052659902519
"188","ARHGAP21",-1.27048588184638,9.01425302065814,-23.6108659658918,3.67718740503161e-105,2.63298528118984e-103,229.079138993086
"189","WASF3",-1.4996238738537,6.52053557138707,-23.6104703782275,3.70240332988098e-105,2.6403510198498e-103,229.072322594561
"190","CNTFR",-1.80956463636921,6.07448997397265,-23.6094177318264,3.77034660474908e-105,2.67800602616836e-103,229.054184627186
"191","PER2",-1.24901931071218,8.61182831589017,-23.6027558419621,4.23017959931617e-105,2.99259825574023e-103,228.939403388268
"192","TMOD1",-1.27984538186277,5.84568781282343,-23.6000446978362,4.43298208025591e-105,3.12357454467753e-103,228.892695914009
"193","ANGPT1",-1.4584985371565,6.18788457322878,-23.5706385394721,7.36567155219787e-105,5.14898288822813e-103,228.386246700292
"194","WDR86",-1.5270547475956,6.60791055918528,-23.5658128032567,8.00549962163279e-105,5.5742230829999e-103,228.303162998719
"195","TIMP4",-2.20574724901796,6.21304349585295,-23.5442160832006,1.16210782503573e-104,8.06001529160075e-103,227.931432980528
"196","MMD",-1.92119977754455,7.91950831004598,-23.5390005191691,1.2715240600828e-104,8.78444317446263e-103,227.841684544677
"197","TMEM37",-1.38587064854175,6.17089423684836,-23.5373794869696,1.30758377965395e-104,8.99841506885596e-103,227.813792002943
"198","CAV2",-2.05118040900581,7.03238210000987,-23.5248103982377,1.62414723034331e-104,1.11335922154464e-102,227.597550186679
"199","CRB3",1.51227431064108,8.30239346944477,23.5215289412039,1.71871235277508e-104,1.17363500660927e-102,227.541103960094
"200","PELI2",-1.25408595913037,6.36901854146522,-23.4954871645108,2.69276005225414e-104,1.81771581237277e-102,227.093273764517
"201","HSPB2",-1.38070885343991,6.58010650374288,-23.4870520856933,3.11412555031882e-104,2.09416062672771e-102,226.948268353
"202","PDE7B",-1.15370302341267,6.28927913784766,-23.4761616094431,3.75697505307993e-104,2.51688866624135e-102,226.761088541065
"203","SPRY1",-2.23128628456099,9.03337538355313,-23.4685871167672,4.28069261080625e-104,2.85691809489507e-102,226.630925896344
"204","MMP28",-1.00592104261966,5.96469529157781,-23.4189284528058,1.00663672327989e-103,6.66793149360607e-102,225.77805878675
"205","PTTG1",2.36936433949733,8.8999078106677,23.4127303032975,1.11994929004996e-103,7.39082953127748e-102,225.671667217518
"206","C2orf40",-2.96903588728382,6.58941868723902,-23.3394973355586,3.94563956511254e-103,2.58454004994742e-101,224.415616378457
"207","SRPX",-2.66810271260843,8.17899321390295,-23.3239710703992,5.1519099918497e-103,3.36223911866619e-101,224.149555477542
"208","MEOX1",-1.69961491444617,6.3141080548913,-23.3213049145102,5.39334808159929e-103,3.50686596217519e-101,224.103876107753
"209","PID1",-1.44247833955105,6.13704262921269,-23.2985594957949,7.97079662555603e-103,5.16379154284191e-101,223.714277590586
"210","PYCR1",1.53568254383734,7.75452996742147,23.2913513995076,9.02082136423581e-103,5.82270973167425e-101,223.590849876403
"211","CCNL1",-1.15646922305127,8.63759798571249,-23.2853272419802,1.00036132398664e-102,6.41028636812598e-101,223.487709107044
"212","PLAC9",-2.51271180964947,7.98565345011472,-23.2558513327793,1.65891775510305e-102,1.05919203670587e-100,222.983227607369
"213","KLF9",-1.70602145942236,9.09726983164832,-23.2467550241818,1.93904715465326e-102,1.23359668982725e-100,222.827604742332
"214","TDRD1",-1.45307333938671,7.81249288696387,-23.1573806399898,8.96860924111078e-102,5.60490540771326e-100,221.300088872924
"215","EGFLAM",-1.66522181494133,7.72787259769952,-23.0986925927633,2.44811433640803e-101,1.51920526855131e-99,220.29856020862
"216","TP63",-1.74033421195348,6.00731649806681,-23.0410684814418,6.55422605412452e-101,4.02493201365439e-99,219.316368405287
"217","LSM4",1.21112752152103,9.73563379277511,23.0365058772807,7.08538804061623e-101,4.31271311332446e-99,219.238649862729
"218","DIXDC1",-1.16142527495264,6.57525049236778,-23.0364425534324,7.09305471158565e-101,4.31271311332446e-99,219.237571268075
"219","LHFP",-2.01295555431961,8.1928508589877,-22.991298144997,1.53288809064627e-100,9.25278456353922e-99,218.468988932252
"220","UBE2C",2.96464871962191,8.93522550713788,22.9452665622791,3.36079131747738e-100,2.01487983867474e-98,217.686049112623
"221","SLIT3",-1.59703548954593,6.85089454258861,-22.7770074131375,5.88638223248181e-99,3.50527125130213e-97,214.830636431455
"222","IL33",-1.82911753759078,6.55425163270961,-22.7668990754473,6.98886283636539e-99,4.1478197357033e-97,214.659420177154
"223","ENPP2",-2.28040882650269,7.35231085839343,-22.7352617071644,1.19579475010309e-98,7.07181482361512e-97,214.123782568649
"224","RSPO3",-1.20479397328874,6.74452530772219,-22.7350763813216,1.19956148766512e-98,7.07181482361512e-97,214.120645975765
"225","NAB1",-1.07781350282891,7.20841409691911,-22.7238252693027,1.451891949802e-98,8.53095050637813e-97,213.930247199663
"226","SOD3",-1.27805851827354,5.98935980110929,-22.6768899774742,3.21806311461024e-98,1.88459153129128e-96,213.136475483148
"227","ATF3",-2.63061521126557,7.66372987839319,-22.647987567063,5.25141185670586e-98,3.06523003622772e-96,212.648077723576
"228","TEK",-1.30031861132095,6.97801525039701,-22.6250269589109,7.74710858192172e-98,4.49230696327435e-96,212.260304076855
"229","EPB41L2",-1.2250340626476,7.41278935287276,-22.6134792225208,9.41966915161852e-98,5.44432250377533e-96,212.065351687167
"230","PPP2R4",1.01246974275847,9.94570484769475,22.6040013356641,1.1058564993106e-97,6.35005780740497e-96,211.90537981695
"231","CDH5",-1.45208720321218,7.62818750189835,-22.571850491823,1.90503477487718e-97,1.09037038927113e-95,211.362970804132
"232","HOXA5",-2.31162021193362,7.48873763497096,-22.5549957658021,2.53316979069106e-97,1.44521422316652e-95,211.078771440934
"233","SNRNP25",1.24151006257967,9.82112591518555,22.5425073327613,3.12849451654551e-97,1.77911749259241e-95,210.868263031272
"234","CD34",-1.73890923713315,8.97086310499061,-22.5367260327647,3.44956593091349e-97,1.94917006562735e-95,210.770831442295
"235","EGR2",-2.26361486520964,7.46663148696002,-22.4275520186408,2.1776311516012e-96,1.21878432111452e-94,208.933268396724
"236","MIF",1.3552448242314,12.4520559099234,22.404705898781,3.20034866544538e-96,1.78553206615354e-94,208.549297075387
"237","CFD",-3.22123464306331,9.58774115410151,-22.3888664774951,4.1790525367019e-96,2.32423657748773e-94,208.283201229096
"238","FRMD4A",-1.11791557471151,7.10398036334775,-22.3164015091498,1.414840297921e-95,7.84415846678079e-94,207.067023461474
"239","PNPLA2",-1.45682684601405,7.71161286748001,-22.3149581916559,1.44959800805433e-95,8.01174699076529e-94,207.042820428985
"240","ADRB2",-1.23226077531574,6.61679474793846,-22.3113198785566,1.54104634704086e-95,8.49063728777712e-94,206.981812948994
"241","KLF11",-1.25990261444919,8.20027081327565,-22.3069050183541,1.6597837192912e-95,9.11643939732428e-94,206.907791000973
"242","HSPA12B",-1.38455054430354,7.00657528151868,-22.2782949758384,2.68457058818841e-95,1.46994784590403e-93,206.428278409426
"243","CD36",-3.28699944807594,7.87895661798156,-22.2567789941853,3.85327875341845e-95,2.09689501639873e-93,206.067868922097
"244","GRK5",-1.09165348320844,6.95727440001639,-22.255687090889,3.92458424755784e-95,2.12914714731006e-93,206.049583379482
"245","CELF2",-1.17343839043482,6.15780603156389,-22.2274892608791,6.30045432750487e-95,3.40764022129208e-93,205.577525976123
"246","ATIC",1.00857891682363,10.6149019897017,22.1863230385225,1.25678642567186e-94,6.75608654238072e-93,204.888910288875
"247","CLDND2",-1.42585127641097,6.72706682429947,-22.169825774501,1.65715391578212e-94,8.88134065288563e-93,204.613131054998
"248","RPUSD1",1.03391563768867,7.81915131681311,22.1491429519035,2.34353619047427e-94,1.25219882370779e-92,204.267530570369
"249","TYRO3",-1.10654254176543,6.20292552916463,-22.1361060216171,2.91544506211524e-94,1.54842526632343e-92,204.049773788153
"250","ZNF577",-1.53982391512153,8.15099771787662,-22.1254202390158,3.48669756250518e-94,1.84627943384631e-92,203.871337096231
"251","TGFBR2",-2.01048300089736,9.13094911351704,-22.0875119431918,6.57564783171718e-94,3.47154947915672e-92,203.238679430673
"252","ST6GALNAC6",-1.06902865193025,7.61302346501425,-22.0767514579464,7.8723427060671e-94,4.14375753272329e-92,203.059196926686
"253","ANTXR2",-1.42191169472859,7.9899640507111,-22.040267591883,1.44871516497135e-93,7.58046639280571e-92,202.450987296522
"254","LAMA4",-1.41905904604192,7.78088492499074,-22.0301072919153,1.71675689504925e-93,8.95650809611832e-92,202.281700282277
"255","SLC35A2",1.17289599992796,8.94640969867551,22.0103432611092,2.38820797192584e-93,1.24228959386707e-91,201.952514320407
"256","DAP3",1.00745238599253,10.2660555750969,22.0076111245335,2.49968461431614e-93,1.29646399087376e-91,201.907020303907
"257","CD248",-1.90561642105943,8.66776686946134,-21.9812728449215,3.87991614435752e-93,2.0005888317524e-91,201.468598819361
"258","BOC",-1.05453336648697,5.85405734653073,-21.9759189149109,4.2424908358311e-93,2.18118293379386e-91,201.379511447628
"259","MEIS2",-1.16967075746975,6.59138595364958,-21.9570239243471,5.81446126394017e-93,2.98071193953756e-91,201.065195256932
"260","PPAP2B",-1.94773334014074,8.80188550699473,-21.942945649348,7.35297677367367e-93,3.75851870575701e-91,200.831095210931
"261","PGM5",-1.9296931191901,7.05094481890561,-21.8710989453313,2.43359541037142e-92,1.2297305265094e-90,199.637603448597
