"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"262","NUSAP1",1.94371271774645,8.1184294303514,21.8555110901982,3.15431587690309e-92,1.58937978914268e-90,199.378931125584
"263","HBB",-3.75566067402632,9.084707821494,-21.8428665606856,3.89277703708894e-92,1.95589928062372e-90,199.169172038032
"264","MRAS",-1.10185866033943,6.1976802825904,-21.8421809449316,3.93742410372957e-92,1.97272755520003e-90,199.157800214029
"265","STAT5A",-1.37630246131221,7.50085409812437,-21.8316138581602,4.69391542330393e-92,2.34510136091959e-90,198.982554859342
"266","CDC14B",-1.11825796183482,6.85321565370367,-21.8128026733569,6.41735286709648e-92,3.19710712133713e-90,198.67069783122
"267","MYADM",-1.42298765362736,10.3293062454745,-21.7606254611984,1.52675468049378e-91,7.58488294359917e-90,197.806422260185
"268","PTH1R",-1.35984243761445,6.6690284269805,-21.7448547759884,1.98357739134884e-91,9.77201942712967e-90,197.545405436429
"269","TOP2A",2.48307597459993,8.61107680758927,21.7347051355427,2.34740605981787e-91,1.15003389401493e-89,197.377473462647
"270","PCDH18",-1.93468786293796,7.90988054969603,-21.6819239908025,5.63179565387955e-91,2.75148999819098e-89,196.504838978588
"271","SLC2A12",-1.08132576288653,5.98969808427282,-21.6369229369637,1.18659761307116e-90,5.74963435199358e-89,195.761712551768
"272","GNG11",-1.9011521476646,8.43624260807962,-21.6358701198828,1.2074560685351e-90,5.83471804046768e-89,195.744336536965
"273","DPYSL2",-1.64833007615147,9.88728010901388,-21.6352698351502,1.21951240948222e-90,5.87692002019143e-89,195.734429453423
"274","YIF1B",1.07197637529863,8.29739631886363,21.5594439010545,4.27291079109852e-90,2.05355163726544e-88,194.484165557423
"275","TK1",2.00265725020893,8.11237218196785,21.5539171282257,4.68138845735912e-90,2.24376792023993e-88,194.393127406858
"276","HBA2",-3.48365587356739,9.36796732936025,-21.5164896223926,8.68462469290505e-90,4.12893205157846e-88,193.776938889439
"277","RAB25",1.69739783591075,9.97244666683674,21.5138467823999,9.07177845029052e-90,4.30143361050504e-88,193.733449883369
"278","RETSAT",-1.17321563835752,6.73000006001459,-21.4800644513704,1.58381427730864e-89,7.4498242841704e-88,193.177797603888
"279","CCNB2",2.17718725585408,7.89117631057615,21.476168325281,1.68889498626713e-89,7.92302300454124e-88,193.113743887987
"280","CCDC85A",-1.06491862685048,5.78149918398127,-21.4316240481509,3.51863292281299e-89,1.64196680403352e-87,192.381859312796
"281","RHOJ",-1.14670023522424,6.73122850093314,-21.4307082314342,3.57210429420464e-89,1.66253254071851e-87,192.366820479296
"282","PTPRM",-1.27719856843716,7.39527364346587,-21.3949597922442,6.43414357124939e-89,2.97112958749652e-87,191.780055151698
"283","FAM162B",-1.23173046309964,6.60458010231755,-21.3189853451263,2.24326957577878e-88,1.03318921138603e-86,190.534771189283
"284","PELI1",-1.23627544827095,7.37327032151157,-21.2878621505096,3.73918454627505e-88,1.71324398666893e-86,190.025322468315
"285","PARP1",1.13545538270787,10.4389556237361,21.2611387492063,5.79649514066392e-88,2.64901325730703e-86,189.588212409553
"286","APCDD1",-1.48572403155642,6.89486380664093,-21.2542985857666,6.48450869475306e-88,2.95579950452069e-86,189.476376560793
"287","LARP6",-1.37409179502905,7.29692501182399,-21.231803436274,9.3759451323032e-88,4.25187091307473e-86,189.10872038812
"288","STAT5B",-1.05321448725336,7.39799738965247,-21.2166793461909,1.20123787035412e-87,5.43352761511071e-86,188.86165342386
"289","ANO6",-1.076045682527,8.21013530544662,-21.202133208834,1.52437494248593e-87,6.87757531449138e-86,188.62411760833
"290","CYR61",-2.56888443270878,8.63865262923153,-21.198222220973,1.62518616094376e-87,7.31375125762121e-86,188.560266897811
"291","LAGE3",1.59032773117947,9.951933683468,21.1887040679713,1.89922259700764e-87,8.52529209408047e-86,188.404900337291
"292","CBX7",-1.25772098985664,7.48314528986886,-21.186408738095,1.97193640088058e-87,8.82928283189214e-86,188.367438894977
"293","MT1M",-1.64235046526789,6.34054488861492,-21.1448972234441,3.8888907627452e-87,1.73246654987183e-85,187.690320385514
"294","C10orf10",-1.94764462710699,8.24881698892311,-21.1367569887044,4.4424680822667e-87,1.96916016298168e-85,187.557624721239
"295","DENND2A",-1.35163562242019,6.47795185244567,-21.135765156458,4.51508425990457e-87,1.99634450551681e-85,187.54145855206
"296","FABP4",-3.55508812572295,7.77031894478249,-21.1346608593735,4.59732959615646e-87,2.02764018048936e-85,187.523459769454
"297","FILIP1L",-1.59039422185655,7.84425377053538,-21.1308291177875,4.89448235659632e-87,2.15332873031748e-85,187.46101071231
"298","RCAN1",-2.18156922974667,7.9882095995202,-21.1242356280743,5.45138713576401e-87,2.39238791273256e-85,187.353565558613
"299","ALDH1A1",-2.25909593752967,7.7270786233134,-21.1195626452026,5.88397544423089e-87,2.57584132937296e-85,187.277427327393
"300","GHR",-2.06876084518217,7.26778542743768,-21.0987920591764,8.26095573700584e-87,3.60748797937495e-85,186.939117101486
"301","ADHFE1",-1.36188345130023,7.02235437081691,-21.0811781722943,1.10136879405058e-86,4.79773608166961e-85,186.65236495303
"302","CDCA5",2.20008088005326,8.25714785895195,21.0628861385466,1.48451415926249e-86,6.45088880115884e-85,186.354710736988
"303","MEG3",-1.40783700010393,6.39270332487221,-21.0205618537344,2.9603265042675e-86,1.28324349398223e-84,185.666536095767
"304","OLFML2A",-1.37092429313769,7.9183691307229,-21.0069114707877,3.6978269789669e-86,1.59901633129606e-84,185.444748071231
"305","EMP1",-1.9153231046906,9.98924570732287,-20.9905315720673,4.82865277767467e-86,2.07784800549767e-84,185.178715616502
"306","RECK",-1.36627561881593,6.52971609498528,-20.9407795663529,1.08516108128251e-85,4.64701183621368e-84,184.371371077497
"307","EGR1",-2.59598779361048,9.34417658272242,-20.9257209834375,1.38626082837219e-85,5.91743742148744e-84,184.127217164113
"308","DUSP19",-1.4674791133452,10.6010430734242,-20.9198269295256,1.52566836004686e-85,6.48629101341075e-84,184.031679595905
"309","NR3C2",-1.03206361765024,6.35143928738611,-20.859874110094,4.04012632789514e-85,1.70533828723517e-83,183.060738071343
"310","AMT",-1.31823981702362,6.96966206386628,-20.8576349305948,4.18965510479955e-85,1.7642438138925e-83,183.024504119926
"311","APOA1BP",1.11444909081864,10.1137902462932,20.8261763377738,6.97947126068354e-85,2.93204106214843e-83,182.515674711286
"312","WDR34",1.18394305916732,8.0619860408646,20.8056397640159,9.7367857563607e-85,4.08068229590037e-83,182.183733526687
"313","SMYD1",-1.08573902431506,5.4476257973061,-20.768939560197,1.76448299677939e-84,7.37745774965491e-83,181.590984830331
"314","CLDN11",-1.90564229995173,6.96473466148524,-20.7306127281454,3.28091591899542e-84,1.36532421043183e-82,180.972584609052
"315","LAMC1",-1.40992296249469,9.97266796903969,-20.7254244207895,3.56812178702148e-84,1.48135685270568e-82,180.888920514048
"316","ARID5B",-1.4479010844384,9.08867052925026,-20.6908301091636,6.2418570501297e-84,2.58532748919424e-82,180.331367805729
"317","POC1A",1.29837329651529,7.60623581739852,20.6763578628922,7.8859059558244e-84,3.25864796109136e-82,180.098274275831
"318","PIM1",-1.50901565463365,6.80605123970103,-20.6659813560585,9.32458017925802e-84,3.84416142308525e-82,179.93120375803
"319","TESC",-1.20910199366983,6.27161630720912,-20.6437217581372,1.33562039353548e-83,5.49343773955081e-82,179.572963517753
"320","S1PR1",-1.06730492241327,6.46411051217048,-20.6188452046515,1.99513727450051e-83,8.16805505481852e-82,179.172862209697
"321","COMP",3.12411918847497,9.27706380877994,20.6169667433198,2.05650082208082e-83,8.39983222617123e-82,179.142661000015
"322","RNASEH2A",1.1335147753402,7.268767599493,20.6162492185301,2.08043432892972e-83,8.4780095717629e-82,179.131125307397
"323","DAAM2",-1.0439874665417,6.33550478002086,-20.6108621544783,2.26923122320001e-83,9.22612032494605e-82,179.044524312103
"324","ADCY3",-1.18951353337202,9.42557749163882,-20.5978478874065,2.79893573297821e-83,1.13536645351955e-81,178.835362784704
"325","TMEM9",1.12161293088392,9.10002815899899,20.5907265778429,3.1393255935353e-83,1.27052888895344e-81,178.720942520203
"326","TSHZ2",-1.75492499869641,7.55970953585646,-20.5788976958095,3.7984620690547e-83,1.53378082541784e-81,178.53093330879
"327","CD209",-1.33197920949989,6.26388088180783,-20.5582243174838,5.29912355474861e-83,2.13485875146433e-81,178.199000775859
"328","MXRA7",-1.24733276481975,7.36907287125236,-20.5575714643052,5.35511732415255e-83,2.1525137498855e-81,178.188521594269
"329","CCL15",-2.59626944354466,7.52696786500044,-20.5563148567034,5.46456175393099e-83,2.19152469795972e-81,178.168351859434
"330","RNF150",-1.71282593823703,6.9538605446895,-20.551832562535,5.87345471116486e-83,2.35017918601045e-81,178.09641246462
"331","TSTA3",1.2797033017327,7.79828215949341,20.4958587068059,1.44516419733913e-82,5.71793601658608e-81,177.198793828091
"332","RAPGEF3",-1.13324387914254,6.38568742045258,-20.4729658130721,2.0877135648411e-82,8.22345258525158e-81,176.83207224019
"333","FOXN3",-1.34764200448853,8.50300045222744,-20.4676750841172,2.27288269602036e-82,8.93293408040357e-81,176.747352906579
"334","FZD4",-1.66890637562796,8.6722652535505,-20.4569995159975,2.69792220970118e-82,1.05799228826552e-80,176.576444951515
"335","NOTCH4",-1.05643226026722,6.99936144867456,-20.4481427462818,3.1101462195275e-82,1.21694792120715e-80,176.434692881573
"336","MTFP1",1.25510920984141,8.55887893775757,20.4276730812424,4.31958888458158e-82,1.6864514130841e-80,176.107210047694
"337","ECM2",-1.9878846832671,7.844400452555,-20.3805966674338,9.18824135345699e-82,3.57149970499429e-80,175.354766156926
"338","ZWINT",1.45150595286319,7.2523962726044,20.2259329642004,1.08926590906201e-80,4.14295846616573e-79,172.88966983375
"339","DHRS3",-1.43633426823497,8.57228094618699,-20.2135917200569,1.32624818817158e-80,5.03348185751128e-79,172.693432458433
"340","KCTD12",-1.44809015470571,8.20428215258025,-20.1946459732264,1.79394416065127e-80,6.77942231309368e-79,172.39231100023
"341","PDGFRA",-1.66525372252007,7.17198148272527,-20.1671722476951,2.77918760923266e-80,1.04803224001895e-78,171.955934989637
"342","KANK2",-1.07334700726543,6.83988757082963,-20.1428532597857,4.09330215916291e-80,1.53703061543429e-78,171.569952018955
"343","DOCK11",-1.33888942652758,7.19048029606719,-20.1239125842116,5.53299846477519e-80,2.07323328067826e-78,171.26951766016
"344","RBPMS2",-1.21752340991936,7.13906722896841,-20.0690663575797,1.32302928236095e-79,4.90547083602425e-78,170.400474541548
"345","BGN",1.55463174380854,13.2980782341067,20.0590331544431,1.55154905673315e-79,5.74073150991265e-78,170.241645907462
"346","LGALS12",-1.22762186450727,5.95201956071381,-20.0463112556309,1.8987864840274e-79,7.01084295542976e-78,170.040320504385
"347","LHX6",-1.29902583708415,6.60498491476703,-20.0441444580976,1.96522302221731e-79,7.24102799394488e-78,170.006038073232
"348","PHLDB1",-1.27473221717625,8.84231676508007,-20.0311011614793,2.41712733723324e-79,8.88759128613453e-78,169.799716241519
"349","BOLA2",1.47513729656893,7.85084223934069,20.0247801181061,2.67207596227729e-79,9.8046339146963e-78,169.699756541131
"350","CXCL12",-2.43273569190465,9.36957334948207,-20.009250966414,3.41825440367621e-79,1.24907535916152e-77,169.454259372341
"351","SRF",-1.00650307627318,9.19556286246808,-19.9670388827872,6.67259016140101e-79,2.42323264054493e-77,168.787496230542
"352","PKD2",-1.07965698005951,7.33945600836077,-19.9484724424884,8.95262988273071e-79,3.23795934777046e-77,168.494488390041
"353","ZBTB16",-2.08568822628205,6.70558383452704,-19.9349954830525,1.10807810288024e-78,3.99948353623264e-77,168.281900053507
"354","COL17A1",-2.38864006920773,6.74863403664596,-19.9300096617563,1.1990188524317e-78,4.31890986234361e-77,168.203273895971
"355","KANK1",-1.46080380010187,7.76043554366927,-19.922426549341,1.35181457073759e-78,4.85938871911891e-77,168.083710566284
"356","COL10A1",3.14935431252743,8.52184757224731,19.8552574603586,3.90682441473793e-78,1.39026351305946e-76,167.025812417431
"357","TMED3",1.21192826948076,11.7262188777714,19.8336248879959,5.49631669517047e-78,1.94805324791152e-76,166.685549297439
"358","VWF",-1.5715374787485,10.5721516335172,-19.8112598870675,7.8206000773124e-78,2.76630265934694e-76,166.333994291495
"359","MFAP4",-2.63631576847779,8.59045302076931,-19.7515343804975,2.00346000190362e-77,7.01647397894406e-76,165.39631246464
"360","ANGPTL2",-1.84289564674038,8.40733622329199,-19.7492966020384,2.07526596348633e-77,7.25358771348206e-76,165.361212039775
"361","ZNF69",-1.49766920966772,9.73827286729131,-19.7446001834627,2.23442624223473e-77,7.79448964894743e-76,165.287554505473
"362","NANS",1.1099203111307,7.89060757193473,19.7257248956059,3.00678520365747e-77,1.04681108487965e-75,164.991623015666
"363","STXBP2",1.08975106536389,8.45145705613494,19.7103409027489,3.82945083859366e-77,1.3279934810072e-75,164.750552390963
"364","RGL1",-1.39905124129413,8.63329864687053,-19.7099069301895,3.85566015136395e-77,1.33446585982432e-75,164.743753553003
"365","SH3BGRL2",-1.44482652949659,7.35514958834025,-19.7025004269342,4.33160478105036e-77,1.49626488589173e-75,164.627733076741
"366","ANGPTL4",-2.01805173413829,7.16832530348653,-19.6881763838557,5.42475546923302e-77,1.86658025737072e-75,164.403424647211
"367","FAM73A",-1.57820318624309,8.26146053991823,-19.6637078767606,7.96580369878971e-77,2.73029465536424e-75,164.020481303806
"368","H2AFX",1.32458717822503,8.40662381569342,19.6521962162831,9.54299842815159e-77,3.2582523204689e-75,163.840416014531
"369","PRC1",1.84931644337256,8.51725439164587,19.6409338514481,1.13871477658808e-76,3.88040646218434e-75,163.664310636878
"370","KLF2",-1.53295616225496,10.3347966681728,-19.6194728892753,1.59424893349964e-76,5.41187843337325e-75,163.328899264821
"371","SPINT2",1.39690718756566,11.7881846320328,19.5943440941597,2.36349302748281e-76,7.99249286502121e-75,162.936440232693
"372","PAICS",1.04049488055476,10.0679083526576,19.5843187520199,2.7652820354749e-76,9.31557677703029e-75,162.779948805724
"373","EPAS1",-1.51777652361977,9.13689680596674,-19.5772532147985,3.08874267690619e-76,1.03854568410196e-74,162.669687301651
"374","RGMA",-1.85924545904432,7.42211162554934,-19.5556811923106,4.32910301384461e-76,1.45283711390618e-74,162.33319074568
"375","PTGER4",-1.28993921961707,7.22412668366563,-19.5532897833791,4.49412831858119e-76,1.50536275459142e-74,162.295901354237
"376","CDC20",2.4194673070376,8.738826400016,19.4973589162483,1.07723862383744e-75,3.60152028377864e-74,161.424543238105
"377","DGAT2",-1.15474109712013,6.07060684534458,-19.4925784631263,1.16073322694027e-75,3.87334487767277e-74,161.350136710667
"378","TLE4",-1.1191544700076,6.81557920369418,-19.4910049032704,1.18960585591901e-75,3.96221641577846e-74,161.325647039269
"379","TSPAN7",-1.88372322386583,7.00649888542247,-19.4414654699799,2.57679652493952e-75,8.56639536467675e-74,160.555258230338
"380","CCT3",1.04171019188243,7.9126624725147,19.4067169092596,4.42824667538095e-75,1.46662866480875e-73,160.015583583825
"381","PTGR2",-1.16815563927118,7.2043293296435,-19.4002940445724,4.89406143752212e-75,1.61787608568255e-73,159.915894476649
"382","TF",-2.66888345708171,7.08386578772232,-19.3916441831251,5.59956890406395e-75,1.84764879920289e-73,159.781671527939
"383","FLAD1",1.07081956213485,9.24969314032551,19.3904644983941,5.70334586834628e-75,1.87838687202183e-73,159.763368730429
"384","SFRP1",-3.69721826516711,8.12467209335166,-19.3852181587993,6.18861479866077e-75,2.03442084254859e-73,159.681979924633
"385","OSR1",-2.25453915788382,6.67852979954259,-19.3403924119584,1.2427078100862e-74,4.07314217470843e-73,158.987118338667
"386","ANKRD29",-1.37507951360441,6.39824749619313,-19.3403443098406,1.24363721267813e-74,4.07314217470843e-73,158.986373208936
"387","HSPA12A",-1.3857822182881,7.47530000401739,-19.3278887544954,1.50921217171381e-74,4.92470968061446e-73,158.79346701037
"388","PDLIM7",1.1317070305927,7.62970691956922,19.2942947580356,2.54272002950204e-74,8.23636381717455e-73,158.273551642552
"389","KIF20A",1.62757349246861,7.11401828332234,19.2213484750738,7.87794820065824e-74,2.54250715103726e-72,157.146486432286
"390","ANXA1",-1.94143235741535,10.6994704584827,-19.2147631999435,8.72356097283537e-74,2.80517998846484e-72,157.044867134207
"391","CRYAB",-2.9454035844395,8.78627057352093,-19.1785154146391,1.52850699908316e-73,4.88845836994299e-72,156.485895405478
"392","MAOA",-2.68525661196381,7.78782899803329,-19.1659763318437,1.85550254564558e-73,5.9235411592577e-72,156.292681366533
"393","LIMA1",-1.17683985910384,8.27478914531063,-19.1415799753657,2.70505767382625e-73,8.60461331282215e-72,155.916979565178
"394","SLC16A3",1.79974237519751,8.92923715006295,19.1381127638163,2.85386542032178e-73,9.06166316405944e-72,155.863608448787
"395","INPP1",-1.11867483819217,7.80889905024493,-19.1363387250541,2.93313597525736e-73,9.28004344515236e-72,155.836302779149
"396","MYO3B",-1.16121945753294,6.62880097238689,-19.0414935277733,1.26618906954943e-72,3.96350794407987e-71,154.378713460593
"397","SASH1",-1.53266825359422,8.05343403905063,-19.0323775768511,1.45695482945576e-72,4.55259772327819e-71,154.23885203036
"398","INMT",-1.36423142868303,6.27473327444337,-19.0134535202566,1.94945008616656e-72,6.07006588449678e-71,153.948640815472
"399","AHNAK",-1.16488901282056,11.3976169493707,-19.0111972831229,2.01829683125017e-72,6.27339152152733e-71,153.914051939386
"400","OLR1",1.86017076137784,8.54382560745447,18.9903509877335,2.78098332546198e-72,8.62885457791588e-71,153.59459033348
"401","AKR1C3",-2.24892675782051,8.54633762429616,-18.977236506725,3.40196896657756e-72,1.05371669251998e-70,153.393726133256
"402","AKR1C4",-2.42832790948676,7.20566822808351,-18.9717629989742,3.70042927894761e-72,1.14415720677391e-70,153.3099179304
"403","FAM184A",-1.00466096343838,6.21514825838588,-18.9289345914179,7.14169006729027e-72,2.1928460161475e-70,152.654659612107
"404","STRA13",1.19955547746842,10.047022679346,18.9274828894731,7.3025240195077e-72,2.23834384417701e-70,152.632465099682
"405","NDN",-1.68876234645078,8.72657877205084,-18.8308087392024,3.21028876551041e-71,9.73879367183828e-70,151.156816743414
"406","UBE2T",1.59698244234153,7.49030056705681,18.829983258587,3.25107100179997e-71,9.8456235852456e-70,151.144236605132
"407","PTRF",-1.42766908992101,10.3335035148951,-18.8227424155376,3.63169641165399e-71,1.09795184164978e-69,151.033902428437
"408","GYPC",-1.64672454391501,8.08158873630508,-18.8184923932283,3.87549047245449e-71,1.16965741460461e-69,150.969153881415
"409","SAC3D1",1.11903461675199,8.6917344886207,18.8152846892822,4.07024884600515e-71,1.22634448194969e-69,150.920290920552
"410","FEN1",1.32926030356476,8.7252152426466,18.7944489124612,5.59608851273642e-71,1.68034671368856e-69,150.603025203953
"411","CX3CL1",-2.31149290195359,7.76794622272405,-18.7926727387434,5.74998461948468e-71,1.72363098271536e-69,150.57598954777
"412","RACGAP1",1.27492644948451,7.82898061889252,18.7905860671733,5.93618706880843e-71,1.77343588680652e-69,150.544229738806
"413","CDK1",1.64420021178266,7.22313731702035,18.7785161218475,7.13754697793542e-71,2.12874630441426e-69,150.360564257339
"414","CAT",-1.41466593354632,8.78237240595889,-18.7777567766172,7.22076965516159e-71,2.14994161820182e-69,150.349011931461
"415","DCBLD2",-1.09286390712386,7.84078299718106,-18.7611707298257,9.30076859666032e-71,2.76459484706781e-69,150.09675190391
"416","FAM83H",1.55768077958444,8.89839848724214,18.7583586480725,9.70849464216291e-71,2.88094691680022e-69,150.053996203226
"417","PAQR4",1.66467423070125,8.7033854940355,18.7419685875243,1.24657766255073e-70,3.69296022443422e-69,149.804876302819
"418","PRKAA1",-1.00972529256477,7.83503318651096,-18.7325368152799,1.43935750384142e-70,4.24274613548989e-69,149.661579962919
"419","RGS2",-2.18340107209653,8.66918474860597,-18.7273383031192,1.55804715171663e-70,4.58496205079208e-69,149.582618476162
"420","FSTL1",-1.61349015796228,8.91181957815503,-18.7141955565673,1.90350329699857e-70,5.56452220011846e-69,149.383050914926
"421","KIT",-2.20013945063251,7.19546132983389,-18.6498379288706,5.06873131678029e-70,1.47201284184854e-68,148.40706697202
"422","LAMA2",-1.41712069194432,6.63536237922176,-18.6012374169847,1.06048001169584e-69,3.05466604020402e-68,147.671433015499
"423","C1QTNF6",1.43859323237886,7.56644757323526,18.590194240514,1.25394532012469e-69,3.60020729411124e-68,147.504447375563
"424","KLHL3",-1.0068636381166,7.01742778743422,-18.5481618530193,2.37154853630074e-69,6.78692676586001e-68,146.869438150862
"425","RALGDS",-1.31581752577913,9.00042942555436,-18.5277596001449,3.23017192891395e-69,9.19948804102611e-68,146.561534322992
"426","DLC1",-1.66038371608986,7.13951093787936,-18.5044076250143,4.59946832083571e-69,1.30571744337561e-67,146.209376003957
"427","RUSC1",1.10341043375253,10.4256512673226,18.49212387651,5.53853167651586e-69,1.56978319280223e-67,146.024243808093
"428","KIAA1683",-1.27662411770058,6.41390633678765,-18.4648795645099,8.36049587580254e-69,2.36204041628504e-67,145.613912930481
"429","H3F3B",-1.36641781209339,9.03015463211374,-18.442136269967,1.1786840503475e-68,3.3247537662593e-67,145.271665050818
"430","GPM6B",-1.5151108779866,6.43477779665932,-18.4309805975842,1.39483065013331e-68,3.92193559272777e-67,145.103888591202
"431","IFI30",1.52351946775756,7.91645207281701,18.4052442626874,2.05643109386116e-68,5.76387326878422e-67,144.717070266097
"432","COBLL1",-1.33584301572765,8.69242901529946,-18.3377882522351,5.67936747884255e-68,1.57684918729685e-66,143.70482913235
"433","PALM",-1.54708864348214,8.28611888371461,-18.3323416285387,6.16422241478972e-68,1.70878428883967e-66,143.623200338643
"434","PENK",-1.17636265743654,5.66031122102511,-18.320497879933,7.36581517623397e-68,2.03549698760741e-66,143.445750741956
"435","ALDH1A3",-1.82250884732686,7.82669117996227,-18.3170942615103,7.75249388988017e-68,2.13901102864931e-66,143.394769334312
"436","C19orf48",1.16623207531004,9.05052906702449,18.2977514974263,1.03674449285081e-67,2.8383689010154e-66,143.105156425684
"437","BCAS4",1.87223503897088,8.67263919899566,18.2972016585351,1.04534281668513e-67,2.85748578916432e-66,143.096926713505
"438","OLFML1",-1.10601948622484,6.92286747061937,-18.2865946490197,1.22586520627637e-67,3.34062435103297e-66,142.938197146119
"439","ACSS2",-1.06305517144642,9.42093816848542,-18.2836889861073,1.28053194963215e-67,3.47887681431556e-66,142.894725315713
"440","MAPK13",1.23500038966813,9.15924808557674,18.2804427246974,1.34448789763013e-67,3.64702652722184e-66,142.846162971724
"441","COL11A1",3.08237322338213,8.70435443729619,18.1875689765205,5.40891775226547e-67,1.44942605100859e-65,141.459153147964
"442","PPAP2A",-1.39053759205507,8.2678845312644,-18.1854586211601,5.58245033966512e-67,1.4936643979927e-65,141.427688830963
"443","MELK",1.79526969563383,7.3655102661074,18.1733389268781,6.69217250655358e-67,1.78479990566051e-65,141.247035671619
"444","ESAM",-1.04778696949111,7.55706319457999,-18.1666013517678,7.40162486235803e-67,1.9655426023373e-65,141.146640414504
"445","DENND2D",1.07932636585568,8.70608892659516,18.1599438321261,8.17630215236004e-67,2.1647616746503e-65,141.047461482749
"446","TGFBR3",-2.42366740650773,8.79125063025569,-18.1335125294324,1.2136298311852e-66,3.20362047676739e-65,140.653937018917
"447","AURKA",1.63707871767489,7.59057325763234,18.1283294804938,1.31130482266926e-66,3.45629464884181e-65,140.57681193884
"448","TACC1",-1.52706965578585,9.8946558221733,-18.115523164934,1.587594479858e-66,4.17209449788536e-65,140.38631143632
"449","TFPI",-1.57537693577065,7.63553371441121,-18.1124643202648,1.66175710767498e-66,4.36050982289906e-65,140.340822351124
"450","CD47",-1.09469107589934,8.20270831721122,-18.053737131686,3.98871744273142e-66,1.04047871227357e-64,139.468429426771
"451","PECAM1",-1.20199033626934,8.06924231548115,-18.0339919043639,5.35191053709113e-66,1.38992495975028e-64,139.17552393725
"452","EZR",1.29598664873734,11.5952741987804,18.0036922885545,8.39956551696749e-66,2.17503244118722e-64,138.72645438824
"453","CHD9",-1.11049346348511,8.8605648316958,-18.0011028523358,8.72922864602392e-66,2.25709265838566e-64,138.68809906686
"454","FAM89A",-1.37870086783886,6.761258677567,-17.9881548060772,1.05816544331484e-65,2.72809242426623e-64,138.496363142217
"455","PTGIS",-1.52378652347135,6.94486429689825,-17.9758214735512,1.27094730190249e-65,3.26714738102433e-64,138.313812925888
"456","NUP210",1.01903165743197,7.13102658282112,17.9646053833473,1.50128357141368e-65,3.85365765515564e-64,138.147869768927
"457","ZNF296",1.3393661280931,7.57547977568281,17.9456738969235,1.9883396455e-65,5.08911359917698e-64,137.867928712913
"458","C16orf59",1.08210095708297,6.6824157992705,17.938643507266,2.20691568784161e-65,5.6322526486532e-64,137.764018606297
"459","ASPM",1.66921182862057,7.31395249883716,17.924487980433,2.72239984319654e-65,6.93780455717205e-64,137.554878101527
"460","ADM",-2.31199323160193,8.38346235895495,-17.8883538890844,4.65004516958974e-65,1.17654790943296e-63,137.02150173282
"461","ZBTB20",-1.12842058262188,8.40227214736004,-17.8732342254326,5.81641195224892e-65,1.46746165174714e-63,136.798527480655
"462","ASF1B",1.17603893006999,6.6141344790073,17.8723532340897,5.89273687796277e-65,1.48460034791524e-63,136.785539014696
"463","ISM1",-1.40544829955464,6.72352291340872,-17.8539032729839,7.74191797627674e-65,1.93942721428372e-63,136.513626725285
"464","LOXL4",-1.63425025056857,6.58998769622614,-17.8455834564637,8.75534510501844e-65,2.18710499332424e-63,136.391070534522
"465","AKR1C2",-3.06659049556312,7.64182497215468,-17.8412911517572,9.32887992502322e-65,2.32708843940706e-63,136.32785670215
"466","CDKN3",1.39959778098992,6.95898897544697,17.834247964927,1.03523010813248e-64,2.57874361865225e-63,136.224151412161
"467","LMNB2",1.09221911392907,8.7459594057468,17.8178113688099,1.31975086031195e-64,3.282857062655e-63,135.98223950508
"468","XRCC2",-1.40758357214042,9.07203510737457,-17.8041452484658,1.61482008893301e-64,4.00556915748516e-63,135.781213899103
"469","ACO1",-1.05843173943346,9.39966156775498,-17.7765117548906,2.42765700217995e-64,6.0133811961561e-63,135.375039001377
"470","METTL7A",-1.12378255325112,6.64814178492389,-17.7505407615639,3.55988137255928e-64,8.79330474233009e-63,134.993676505736
"471","TFPT",1.01208853101542,8.12009615100132,17.7418358143548,4.04690738446162e-64,9.98237154833867e-63,134.865933196827
"472","GAPDH",1.22432596372657,10.3213608685897,17.7227246848313,5.36191333294322e-64,1.31526767276607e-62,134.585625224533
"473","SLC29A4",-1.54909787073966,6.97606506756221,-17.7084168299196,6.61832668293393e-64,1.62121503759515e-62,134.375897723373
"474","SDSL",1.02104771274217,8.10326419561992,17.6769235726613,1.05153481020294e-63,2.56516477975852e-62,133.914654503909
"475","SLC50A1",1.18945440097771,8.73486391435778,17.6712314829883,1.14324990143629e-63,2.78505754225925e-62,133.831346940482
"476","RASL12",-1.03386139517992,6.77295979563318,-17.655314449865,1.44429853342895e-63,3.50395937753421e-62,133.598484018534
"477","TXNIP",-1.36313209733893,10.0735344302516,-17.5944987251422,3.52353443291903e-63,8.50166848302947e-62,132.710034370989
"478","NCAPG",1.45456826131567,7.05604526309706,17.593739571863,3.56293484543707e-63,8.58502257171662e-62,132.69895675462
"479","ITGB1BP1",-1.28799287732855,6.786959979863,-17.5737955469331,4.77126110114948e-63,1.14497318636268e-61,132.408045131485
"480","OIP5",1.22944317906301,6.97313763807084,17.5531707377076,6.45191530040977e-63,1.53992677467e-61,132.107432408207
"481","FKBP4",1.33588411169676,8.56914629864051,17.5462963870267,7.13423987591707e-63,1.69819874085423e-61,132.007288518823
"482","NCALD",-1.7981799972448,7.83987051000629,-17.5229389051882,1.00370832127361e-62,2.37320660027342e-61,131.667216106399
