name,logFC,AveExpr,t,P.Value,adj.P.Val,B
FOXG1,0.25836040844703967,0.2933220439561396,21.247149311940774,1.781473136472126e-89,1.4118435055830555e-87,192.0049609603874
LOC494141,0.25135711150156015,0.6151953631700795,21.208716580970044,3.421147265535556e-89,2.6955457989847593e-87,191.35356803796046
NRN1,0.24279803425816798,0.28530160302060065,21.188761955992973,4.7994546050383986e-89,3.759665248987305e-87,191.0156363875077
CPT1B,0.23997807956120928,0.5986448947358763,21.183720067380303,5.227886326941572e-89,4.071742270270815e-87,190.9302820468679
DAW1,0.26687587861253065,0.31319281713416947,21.175413745549786,6.0185514962789345e-89,4.660766278718407e-87,190.78969044924804
NETO1,0.2594159638242253,0.2665117779139989,21.099640230001768,2.171763482079962e-88,1.662810096562014e-86,189.50868296315485
MEF2C-AS1,0.24127043547327243,0.3598381129873087,21.092916286280524,2.433381856586199e-88,1.8526511753065266e-86,189.39514268112634
ELN,0.20021019458739478,0.3559501004715668,21.074865291087114,3.301993878915354e-88,2.499922963522954e-86,189.0904416536108
SLIT2,0.214888516040477,0.22317372784891373,21.04959446318113,5.061168204805759e-88,3.810497306195981e-86,188.6641331149556
DTX1,0.23009437100729743,0.5333240632181026,20.971978965116033,1.875320543492433e-87,1.3963925277697502e-85,187.35671774720018
CRMP1,0.21373631363854312,0.2418830699117862,20.96506582051062,2.1070711465645226e-87,1.5603840534558694e-85,187.2404087252357
PRDM14,0.2731907652347434,0.3310737929473136,20.901011013173267,6.195538574346742e-87,4.563148845627557e-85,186.16383269010444
DDX11L10,-0.2354761757646042,0.37642199377606406,-20.87687013717024,9.297908148652138e-87,6.774475872609343e-85,185.7586121968468
OR8B8,-0.28852767175450045,0.6257806286548633,-20.876137589242855,9.413113479613773e-87,6.821738709931864e-85,185.74632033813984
F10-AS1,0.22552909147929567,0.6576798579078315,20.850844330464323,1.4398591636441106e-86,1.0379240098779248e-84,185.3220702647542
MIR4740,0.22929165295654177,0.4467487843214545,20.806900432615933,3.0108937876668905e-86,2.1475596110769317e-84,184.58573192428724
IL32,0.2333045328553245,0.6049551390522204,20.773610717250136,5.261674454829964e-86,3.7333095398877317e-84,184.0285483219888
FILIP1,0.24633020790559798,0.5298569074237847,20.746373937596996,8.304201910607309e-86,5.861382515236992e-84,183.57307994672993
LILRA4,-0.251458011794407,0.5394945162322907,-20.70460776200041,1.670632554789381e-85,1.1670315661085407e-83,182.87535229565773
